,text,sentiment,word_count,unique_word_count,stop_word_count,mean_word_length,char_count
1365, jahangir ki retirement ke baad almi satah per jansher pakistan ki wahid umeed hua kerte they jansher ne apne weaqt ke behtareen khelaryon ko mosalsal harate rahe aur khud shazonadir hara kerte they,Positive,33,28,5,5.0,198
1366,"bradman ke des australia ke mayanaaz batsman, bakamaal fielder aur bemisaal captain ricky ponting ko naqadeen aur shaiyqeen har lihaaz se aik lajawaab cricketer tasleem karte hain",Positive,27,25,5,5.666666666666667,179
1367,"in ka shumar apne mulk he nahi, duniya ke kamiyab tareen captains mein hota hai",Positive,15,15,3,4.333333333333333,79
1368,wo captain kya bane… in ki bating aur bhi ziyada karari ho gai,Positive,13,13,7,3.8461538461538463,62
1369,jis ka khamyaza mukhalif team ke bowlers ko bhugatna parhta hai,Positive,11,11,3,4.818181818181818,63
1370,"ricky duniya ke iklote batsman hain, jinho ne 2 martaba aik calendar saal ke dauran test matches mein 1500 se zaiyd runs score kiye",Positive,24,23,2,4.5,131
1371,ricky ponting ki qiyadat mein “ yellow shirts ” new dobara world cup jeeta,Positive,14,14,1,4.357142857142857,74
1372,inho ne 37 test centuries banai hain aur is muaamley mein sirf sachin tendulkar se piche hain,Positive,17,16,6,4.529411764705882,93
1373,ricky ponting ko one day cricket mein australia ki taraf se sab se ziyada runs aur centuries banane ke aezaaz hasil hai,Positive,22,21,6,4.454545454545454,119
1374,ricky ponting 2003 mein wisden leading cricketer in the world aur 2006 mein wisden cricket of the year ka aezaaz bhi hasil kar chuke hain,Positive,25,22,5,4.52,137
1375,19 december 1974 ko australia ki riyasat tasmania ke area launceston mein aankh kholne wale ricky thomas ponting ko apni salahiyaton ka loha manwane ke liye ziyada intezar nahi karna parha,Positive,31,29,6,5.096774193548387,188
1376,inho ne 1995 mein sirf 20 baras ki umar mein he one dau ben ul aqwami matches aur test matches ka apna khata khol liya tha,Positive,26,24,5,3.730769230769231,122
1377,"in ka daur e urooj us waqt shuru hua, jab 2002 mein inhe kangaroos ke one day squad aur phir 2 saal bad he test team ka bhi captain bana diya gaya",Positive,32,31,6,3.59375,146
1378,"aedaad o shumar ke aaiyne mein dekha jae to ricky ponting 131 test matches mein 37 centuries aur 46 half centuries ki madad se 10,960 runs bana chuke hain, test matches mein in ka oasat 56 20 hai, jab ke 310 one day international matches mein inho ne 42 72 ke oasat se 11,365 runs score kiye hain
",Positive,58,46,8,4.120689655172414,297
1379,"candidates ki list khasi taweel hai aur is mein steve waugh, ellen barden, sachin tendulkar aur brian lara jaise bohat se shohra aafaaq batsman shamil hain, lekin aedaad o shumar ricky ponting ke haq mein gawahi dete hain",Positive,38,36,7,4.842105263157895,221
1380,hashim ko bachpen se hi squash se dilchaspi thi,Positive,9,8,5,4.333333333333333,47
1381,khail ka talent un mein shooru se hi maujood tha aur achchey khelaryon mein shoomar keye jate they,Positive,18,17,5,4.5,98
1382,apni aala salahyaton ki bunyad per hashi khan ko british air force mein bahasyat squash coach faiz kiya gaya tha,Positive,20,20,4,4.65,112
1383, 1949 mein pehli mertaba munaqid hone wali pakistan professional squash champion ship ke final mein 33 sala hashim khan ne 21 sala raushan khan ko shikast di,Positive,27,24,2,4.814814814814815,157
1384,un mushkil halat mein bhi hashim khan ne squash se apna rishta nahein tora aur sakht jaddo jahad kerte rahe,Positive,20,20,4,4.4,107
1385,hashim khan ko apni salahyaton ka andaza us waqt hua jab unke rishtedar abdul bari 1950 ke british open final mein pahonche,Positive,22,22,3,4.636363636363637,123
1386,chand hi salon mein hashim ke khail ka meyar buland ho chukka tha lakin unhein uska ihsas nahein tha,Positive,19,18,5,4.315789473684211,100
1387,hashim khan iss baat se bakhubi waqif thay ke un ka khail abdul bari se kafi behter hai,Positive,18,17,6,3.888888888888889,87
1388,1951 mein pakistan  air force ke officers ne chanda jama ker ke hashim ki british open champion ship mein shirket ke liye england rawana kiya,Positive,25,22,3,4.64,141
1389,yeh intehai hairer ki baat thi ke woh (players) khelari jise apne watan mein khelne ki tamam sahooltein mayasser nahein thein duniya ke number aik(no one) khelari (player) ko  harane mein kamyab ho gaya,Positive,34,30,8,4.9411764705882355,202
1390,lakin hashim khan ke khail mein josh tha woh walwala tha aur sub se barh ker woh jazba tha jis se woh apne hum asar khelaryon ko zair kerne ki maharat rakhte thay,Positive,33,28,13,3.9393939393939394,162
1391,apne ala khail se hashim khan ne poori dunia ko hairat mein dal diya tha,Positive,15,15,4,3.8666666666666667,72
1392,1956 tek woh british open mein na qabil e taskheer rahe yani yeh title woh 6 mertaba lagatar jeete,Positive,19,18,4,4.2105263157894735,98
1393,1957 ke final mein unhein roshan khan ne shikast di lakin 1958 mein hashim khan aik mertaba phir sukhuru huye,Positive,20,18,1,4.5,109
1394,iss tarah hashim khan satween mertaba(7-time) british open jeetne mein kamyab huye jo aik naya record tha,Positive,17,17,2,5.235294117647059,105
1395,woh apne daur ke azeem tareen khelari samjhe jate thay,Positive,10,10,2,4.5,54
1396,50 saal ki umer mein bhi woh aik naujawan khelari ko farig kerne ki salahiyat rakhte thay,Positive,17,16,6,4.294117647058823,89
1397,hashim khan ke khail ke ahem khubi yeh thi ke woh kisi bhi lamha himmat nahein harte thay,Positive,18,16,5,4.0,89
1398,kaha jata hai ke unhon ne squash mein kayi new shorts ijaad kiye,Positive,13,13,3,4.0,64
1399,hashim khan ka short jo sab se zaida mashoor huwa aur jo dekhne se taluq rakhta tha woh four hand cross kort drop short tha jis ke zariye hashim khan ne na sirf apne hareefon ko bikheir  ker rakh diya tha balke uss se hashim khan ne motadid points hasil kiye thay,Positive,52,41,16,4.0576923076923075,263
1400,roshan khan iss azeem tareen khelari ke walid hain jis ne iss khelon ko naya andaz diya,Positive,17,16,3,4.176470588235294,87
1401,roshan khan ke sahebzade jahangir khan ka nam squash ki tareekh mein sunahre hooroof se likha jata hai,Positive,18,17,5,4.722222222222222,102
1402,roshan khan khud bhi apne daur ke aik behtareen khelari thay,Positive,11,11,2,4.545454545454546,60
1403,roshan aur hashim pakistan ke ibtedai dino ke do super star thay,Positive,12,11,2,4.416666666666667,64
1404,unko shikst de ker roshan ne ye sabit ker diya tha  ke squash hi misr ki bartari ikhtetam ki taraf gamzen hai,Positive,22,20,7,3.9545454545454546,109
1405,misr ke mahmood alkareem ko 1954 ke dunlop open ke final mein hara ker roshan khan ne apne roshan mustaqbil ki naweed sunayi thi mahmood 4 (char) martaba british open title jeet chuke thay aur apne waqt ke ala tareen khelari (player) mane jate thay,Positive,45,37,7,4.533333333333333,248
1406,roshan khan bari jawan merdi se hashim khan ka moqabla kerte thay,Positive,12,11,3,4.5,65
1407,kayi tournament ke final mein hashim ke haton shikst khane ke baad roshan khan ne akhir kar 1957 ke british open final mein hashim khan ko zair ker hi deya,Positive,30,23,4,4.2,155
1408,iss tarah roshan khan british open ka izaz hasil kerne wale doosre pakistani khelari ban gaye,Positive,16,16,1,4.875,93
1409,mahreen ne iss series ko world champion ship series qarar diya tha,Positive,12,11,3,4.583333333333333,66
1410,1957 mein hashim khan aur roshan ne australia and  new zealand ka daura kiya un dono ko wahan aik series khelne ke liya madu kiya gaya tha ta ke unka khail dekh ker maqami khelari apne khail mein nikhar paida karein teen matchon ki series roshan khan ne 2-1 se jeet li thi,Positive,53,45,11,4.132075471698113,272
1411,iss tarah ye roshan ke liye aik bahot bari kamyabi thai,Positive,11,11,1,4.090909090909091,55
1412,"cricket ki duniya ne ab tak jo azeem tareen player paida kiye, in mein brian lara top of the list hain",Positive,21,21,5,3.9047619047619047,102
1413," lara ne college ke tournament school boy league mein 12616 runs fee innings ki oasat se 745 runs banae  jab wo 15 saal ke the to inhe pehli baar 19 naujawan players mein shamil kiya gaya aur under 19 ki numaiydegi karne ka mauqa mila brian lara trinidad and tobago mein football aur table tennis bhi khela karte the, magar in ka khayal tha ke cricket in ki kamiyabi ka raasta hai jo inho ne sach kar dikhaya",Positive,78,64,19,4.217948717948718,408
1414,inhe cricket ki duniya mein the prince bhi kaha jata hai,Positive,11,11,4,4.181818181818182,56
1415,"brian lara aik aise batsman hain jis ke gunn cricket ki duniya ke shaiqeen aur cricketers, sab he gaate hain",Positive,20,18,4,4.45,108
1416," in ki salahiyaton ko dekhte hue inhe sir dawn bradman, jawed miandad, sir lan hatton, sir garry sobers, sunil, berry richards aur sachin tendulkar jaise mayanaz batsman ki suff mein shamil kiya jata hai",Positive,34,31,6,4.970588235294118,203
1417,inho ne west indies ki nakaam hoti hui team ko sambhala aur is ki kamiyabi ke liye sara bojh apne kandhon par utha liya,Positive,24,23,9,4.0,119
1418,multan test mein inho ne jarihana andaaz se bating ki aur kisi bowler se riayat na karte hue double century score ki jise sab yaad rakhenge,Positive,26,24,7,4.384615384615385,139
1419,"brian lara ne 131 test matches mein 11953 runs score kiye, wo test matches mein sab se ziyada runs banane ke aitebar se duniya mein 4th number par hain",Positive,29,23,6,4.241379310344827,151
1420,inho ne aik roza matches mein 299 innings khel kar 40,Positive,11,11,2,3.909090909090909,53
1421,wo munfarid aur barhe records ke maalik hain,Positive,8,8,3,4.625,44
1422,5 roza cricket mein kae martaba sab se barhi inferadi innings khel kar aalmi record bana chuke hain,Positive,18,18,3,4.555555555555555,99
1423,"sir garry sobers ke 365 runs ka 36 saal tak aalmi record bana raha tha, brian lara ne 1994 mein england ke khilaaf 375 runs bana ka rise bhi torh diya, phir australian batsman mathew haddon ne 10 saal bad 2004 mein zimbabwe ke khilaaf 380 runs bana kar in se yeh aezaaz cheen liya, lekin brian lara ne sirf 6 months ke bad he aik shandar innings england ke khilaaf khel kar 400 runs bana kar dobara new record qaiym kar diya",Positive,83,58,13,4.120481927710843,424
1424,yeh 5 roza test match mein kisi bhi cricketer ka ab tak sab se barha score hai,Positive,17,17,6,3.6470588235294117,78
1425,brian lara ko first class cricket mein yeh aezaaz bhi hasil hai ke wo aik he innings mein 501 runs banane wale wahid batman ban gae,Positive,26,25,5,4.076923076923077,131
1426, yeh aezaaz inho ne 1994 mein kashair county ke liye khelte hue sabiq pakistani cricketers haneef mohammad ka record torh kar hasil kiya,Positive,23,23,5,4.913043478260869,136
1427,"cricket ki duniya par raaj karne wale brian lara sehar angaiz bating mein to kamiyab rahe, magar west indian team ki captainship in ke liye masla bani rahi",Positive,28,27,6,4.571428571428571,155
1428,"3 baar in ko team ki qiyadat saunpi gai, us dauran inho ne 125 aik roza cricket matches mein se 59 jeete, 59 haarey aur 6 baghair kisi natije ke khatam hue",Positive,32,31,6,3.875,155
1429," in ke retirement ke faisley par sabiq west indies fast bowler wesley hall ne afsoos ka izhaar kiya, joel garner aur michael holding ne kaha ke brian lara aik ache khiladi hain, in ki is salahiyat se faida uthaya ja sakta hai aur west indian bating ki bartari barqarar rakhne au rise aage barhane mein madad mil sakti hai",Positive,59,51,14,4.440677966101695,321
1430,azam khan bare mehnati aur housla wale khelari thay,Positive,9,9,2,4.777777777777778,51
1431,azam khan mein yeh khoobi maujood thi ke woh apne hareef ko jald hi qaboo pane ki salahyat rakhte they,Positive,20,20,6,4.15,102
1432,lekin 1959 se azam khan ki kamyabyon aur kamranyon ka daur shooru huwa who char martaba mosalsal british open title jeetne mein kamyab huye jo aik bahat bara karnama tha,Positive,30,30,6,4.666666666666667,169
1433,1960 ke britsh open final mein unhon ne apne cousin roshan khan ko chand minutes mein hi ura deya tha,Positive,20,19,4,4.1,101
1434,saiqeen ye samajh rahe thea ke final bahat sakht aur sansani khaeez hoga keyon ke do aala paye ke khelari (players) aik doosre ke madd e moqabil thay dono aik aik mertaba british open jeet chuke thay aur aik bahot hi kante dar final ke tawaqqa thi,Positive,47,37,7,4.276595744680851,247
1435,cort mein maujood shaiqeen ko us waqt zaberdast hairat hue jab sirf chan minutes mein azam khan ne match jeet liya,Positive,21,20,3,4.476190476190476,114
1436,naujawan mohibullah ne apne tajurba kar mamoon ke khelaf lajawab khail ka mozahra kiya,Positive,14,14,3,5.214285714285714,86
1437,panchween aur faisla kun set mein azam khan ko bahat iehteyat beratna pari aur apne tamam tajurbe ko barue kar lana para,Positive,22,20,5,4.5,120
1438,azam ne yeh match jeet ker british open title ki hit trick mokammal ker li,Positive,15,14,3,4.0,74
1439,tawaqat ke motabiq yeh match bhi dilchasp aur sansani khaiz raha dono khelari (palyer) jarhana andaz apnate rahe aur shaiqeen ala khail seylutf andoze hote rahe,Positive,26,24,6,5.1923076923076925,160
1440,yeh moqabla bhi akhir tak dilchasp raha aur tareekh  ne apne app ko dohraya yani panchween aur faisla kun set mein azam khan aik martaba phir bazi ley gaye,Positive,29,28,7,4.344827586206897,155
1441,azam khan aik phurteele khelari they aur hashim khan jaise azeem khelari (palyer) bhi un se sanbhal kar khela kerte thay,Positive,21,19,5,4.761904761904762,120
1442,british open ke elawa deeger bainul aqwami moqablon (international squash competitions) mein bhi azam khan ne kayi ahem kamyabyan hasil kein,Positive,21,21,2,5.714285714285714,140
1443,"khush tabaa, khush zauq aur khush libaas wasim akram ne aesa cricket khela hai, jis ki shaiyqeen ko khuwahish thi",Positive,20,18,5,4.7,113
1444,ball poar jadooi giraft se inhe rafter aur swing ko qaboo karne ka hairat angez fun aata hai,Positive,18,18,5,4.166666666666667,92
1445,aik he action mein fast speed se wicket ke dono taraf ball karne ka fun,Positive,15,15,3,3.8,71
1446,swing ke sultan ko duniya ke azeem tareen bowlers ki list mein shamil karta hai,Positive,15,14,3,4.333333333333333,79
1447, jab ke inho ne 356 one day matches mein kul 502 wickets apne naam ki hain,Positive,16,16,3,3.625,74
1448,one day mein in ki behtareen karkardegi 1993 mein karachi mein zimbabwe ke khilaaf kit hi,Positive,16,14,2,4.625,89
1449,1992 ke cricket world cup ke final mein in ki tabahkun bowling aur ghomte hue yorkers ne aik taraf to mukhalif team ki kamar torh di to dosri taraf inhe cricket ke shaiyqeen mein gher mamoli maqboliyat dila di,Positive,39,31,6,4.384615384615385,209
1450,inho ne khud ko mutadid baar imran khan ka haqeeqi jaan nasheen sabit kiya aur kae matches mein pakistan ki numaiydegi ke sath captain ke faraiyz bhi anjaam diye,Positive,29,28,6,4.586206896551724,161
1451,lekin is se in ki karkardegi mein koi farq nahi aaya,Positive,11,11,4,3.8181818181818183,52
1452,inho ne fast bowling mein wo khobsurti paida ki,Positive,9,9,3,4.333333333333333,47
1453,jo is se pehle dekhne mein nahi aai thi,Positive,9,9,4,3.4444444444444446,39
1454,yaqinan yeh baat koi nahi janta hoga ke 3 june 1966 ko lahore mein paida hone wala yeh ladka aik din duniya e cricket ka sab se ziyada tabahkun bowler sabit hoga,Positive,32,30,7,4.0625,161
1455,inhe bhi cricket se lagao ho gaya aur wasim 12 baras ki umer mein apne school ki team ke bowling aur bating opener the,Positive,24,22,8,3.9583333333333335,118
1456,15 saal ki umer mein school ki team ke captain ban gae,Positive,12,11,2,3.5833333333333335,54
1457, in ki gher mamooli karkardegi ne maqami kalbon ki tawajja hasil kar lit hi,Positive,14,13,5,4.357142857142857,75
1458,"ludhiana club ki taraf se inho ne lahore gym khana ke khilaf behtareen karkardegi ka muzahira karte hue rameez raja aur intekhab aalam samait 4 players ko out kiya, jis par inhe cricket board ke talent camp ke liye muntakhib kar liya gaya",Positive,43,41,10,4.558139534883721,238
1459,jab in ki umer 18 baras hui to in ki “ in swinger balls ” ki shohrat hone lagi aur inho ne fast baller khan mohammad ki tawajja hasil kar li,Positive,31,26,9,3.5483870967741935,140
1460,"javed miandad wasim akram ki bowling dekh kar bohat mutassir hue aur inhe ke zor dene par wasim akram ko new zealand ke khilaaf patterns eleven ke 3 roza match ke liye team ke 14 players mein shamil kar liya gaya, jis ke bad 1984 mein inhe new zealand ke khilaf faisalabad mein hone wale aik roza international match ke liye team mein muntakhib kiya gaya",Positive,66,46,9,4.378787878787879,354
1461,phir inhe new zealand ke tour ke liye bhi nominate kiya gaya,Positive,12,11,3,4.083333333333333,60
1462,"wasim akram one day cricket mein ziyada khush nazar aate hain, jahan wo duniya ke behtareen all rounder kehlae",Positive,19,19,1,4.842105263157895,110
1463,"tahum aisa nahi hai ke wo sirf one day ke he player the, bal ke test cricket mein bhi in ki maqboliyat ka graph tezi se bulandi ko chu gaya tha",Positive,31,29,9,3.6451612903225805,143
1464,1989 – 90 ki series mein adelaide test mein inho ne imran khan ke sath bating karte hue qaumi team ko yaqeeni shikast se bacha liya tha,Positive,27,26,5,4.037037037037037,135
1465,1992 ke bad inhe cricket ki duniya ka sab se ziyada tez aur sab se ziyada tabahkun bowler qarar diya jane laga,Positive,22,19,5,4.045454545454546,110
1466,"1999 ke wolrd cup mein wo qaumi team ko final tak na qabil e shikast le gae, lekin final mein pakistan ko australia se shikast hui",Positive,26,22,7,4.038461538461538,130
1467,tahum yeh ilzaam sabit na ho saka,Positive,7,7,3,3.857142857142857,33
1468,taqriban 2 dehaaiyon par mushtamil career mein wasim akram kar records bhi apne naam kar chuke hain,Positive,17,16,5,4.882352941176471,99
1469,wasim akram pehle bowler hain jinho ne yeh hadaf hasil kiya hai,Positive,12,12,4,4.333333333333333,63
1470,inhe 17 baar test matches mein aur 22 bar one day mein “ man of the match ” muntakhib kiya gaya hai,Positive,22,21,3,3.5454545454545454,99
1471,jab ke inho ne test mein 2 aur one day mein bhi 2 hat ricks ki hain,Positive,17,15,5,3.0,67
1472,wasim akram apne career ke urooj mein har aik ki tawajja ka markaz the,Positive,14,14,2,4.071428571428571,70
1473,aaj kal wo mukhtalif channels par commentary aur ipl mein kolkata knight riders ke coach ke faraiyz anjaam de rahe hain,Positive,21,20,5,4.714285714285714,119
1474,2011 mein wasim akram ki mulaqat australian khatoon shaniera thompson se hui aur 2 baras bad wo shaniera ke sath shadi ke bandhan mein bandh gae,Positive,26,23,5,4.576923076923077,144
1475,wasim akram pukhta iradon ke malik hain,Positive,7,7,1,4.714285714285714,39
1476,in ek iradon ki pukhtagi ka andaza is baat se lagaya ja sakta hai ke 30 baras ki umer mein he in ki diabetes ki tashkhees ho gait hi,Positive,29,25,11,3.586206896551724,132
1477,"is ke bawajood na sirf yeh ke inho ne apne khel ko mutassir nahi hone diya, bal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikast dete aa rahe hain",Positive,34,31,10,3.9411764705882355,167
1478,"agar yeh kaha jae ke wasim akram un logon ke liye hausle ki misaal hain, jo apni bemari ki wajah se mayoos ho jate hain, to ghalat na hoga",Positive,29,26,9,3.793103448275862,138
1479,"cricketer ki hasiyat se intikhab alam ne bowling, batting aur captain mein esa kuch khas zaror kiya hai jo tarikh mein un ka naam zindah rakhne ko kafi hai",Positive,29,27,11,4.379310344827586,155
1480,"retirement ke bad wo coach aur manager ke tor par quami team ka tawil hissa rahe aur is sare dor mein pakistan ne bohat si yadgar fatohat hasil kein, jin mein numayan tar 92 ke worldcup mein kamyabi hai",Positive,39,34,8,4.205128205128205,202
1481,"pakistan cricket board mein unche oddon par faiz rahe, sar e dast director domestic cricket hain",Positive,16,15,2,5.0625,96
1482,test cap hasil kar lene par bowler ki khuwahish hoti hai bas jald azjald apna phela wicket hasil kar le,Positive,20,18,6,4.2,103
1483,is tago do mein bazon ko khasa kasht katna parta hai magar baz thori kawish ke bad manzil sar kar lete hain,Positive,22,22,5,3.909090909090909,107
1484,in 2 sorton se hat kar test cricket tarikh mein 19 qismat ke dhani ese guzre hain jinhon ne apni pheli bowl par hi batsman ko thikane laga diya,Positive,29,29,7,3.9655172413793105,143
1485,intikhab alam pakistan ki taraf ke test double karne wale phele cricketer hain yani 200 wickets aur 1000 runs banane wale,Positive,21,20,3,4.809523809523809,121
1486,1973 mein pakistan ne new zealand ko us ki sarzamen par zer kiya to is tarikhi fatah mein intikhab alam ne 11 wickets le kar bunyadi kirdar ada kiya,Positive,29,26,10,4.137931034482759,148
1487,batting mein bhi kai bar kare waqat mein team ki ayanat ko aaye,Positive,13,12,3,3.923076923076923,63
1488,1976 mein oval test mein asif iqbal ke sath mil kar nawen (9th) wicket ki sharakat mein 190 runs jor kar alami record banaya jo 30 saal qaim raha,Positive,29,26,6,4.0344827586206895,145
1489,first class cricket mein bhi intikhab alam ke cricket ka sitara khub chamka,Positive,13,12,2,4.846153846153846,75
1490,county cricket mein intikhab alam ke johar khub khule,Positive,9,9,0,5.0,53
1491,1971 mein sire county 13 saal bad county champion bani to us mein intikhab alam ki umdah bowling ka bhi dakhal tha,Positive,22,20,6,4.2272727272727275,114
1492,"1970 mein middle sixes ke phel 8 batsmanon ko pavilion ki rah dikhai nawan (9th)bhi un ka shikar ban jata agar robin jackman, jihon ne akhiri 2 khilari out kiye, un ki bowl par aasan catch na gira dete",Positive,39,37,8,4.17948717948718,201
1493,"badazan ye match mein century karne mein kamyab howe, is leye agar wo innings mein 10 wickets hasil kar pate to munfarid record ke malik ban jate",Positive,27,25,4,4.407407407407407,145
1494,pakistan cricket team ke captain ki hesiyat se un ki khidmat ko nazar andaz nahi kiya ja sakta,Positive,18,17,5,4.277777777777778,94
1495,abdul hafeez kardar ki retirement ke bad pakistani cricket mein banjar dor aaya aur 60 ki dihai mein humari karkardagi dawan dol rahi,Positive,23,21,4,4.826086956521739,133
1496,is arse mein england ke aik dore mein hum aik sires 4-0 se hare to dosri mein 2-o se,Positive,19,15,5,3.473684210526316,84
1497,in dosron ke bad pakistani team ne jo dere kiya in mein intikhab alam ki catnaini mein behtareen karkardagi ka muzahirah kiya,Positive,22,19,4,4.7272727272727275,125
1498,"1971 mein edgbaston test mein jab pakistan ki jeet yaqeni dekhai de rahi thi, barish england ki madad ko aan pohanchi, lords test mein jeet ke qareeb aakar naqis batting ke bais jeta match 25 runs se har gaye",Positive,39,33,6,4.358974358974359,208
1499,wisdon ne likha ke pakistan is dore mein haqiqi qowat ke tor par ubhra hai,Positive,15,14,4,4.0,74
1500,1974 ki series mein hum na koi test match hare or na koi first class match,Positive,16,13,6,3.6875,74
1501,1948 mein bradman ki “the invicibles” team ke bad pakistan ki pheli team thi jo baghar koi match hare england se wapis palti,Positive,23,21,6,4.434782608695652,124
1502,in doron mein team ka hissa rehne wale imran khan ka kehna hai ke team par goron ka is qadar nafsiyati dabao hota ke hum jeta howa match har jate,Positive,30,26,8,3.8666666666666667,145
1503,is leye jab wo captain banne to unhon ne is team ko is khuf se nijat dilai,Positive,17,15,8,3.411764705882353,74
1504,"is bare mein jab intikhab alam se pocha to unhon ne bataya, un dinon doron mein hum ne bari achi karkardagi dekhai",Positive,22,20,6,4.2272727272727275,114
1505,"7 larke england mein county khel rahe the, jis se un ko bohat kuch sekhne ko mila",Positive,17,16,4,3.823529411764706,81
1506,"ye durust hai ke aik do martaba hum jeet ke kafi nazdik aaye, magar har gaye, to is ki wajah khuf aur dabao nahi tha",Positive,25,24,8,3.68,116
1507,"is mudat mein cricket ke sath job hi acha bura howa is ke bare mein first hand information un ke pass bohat hai, lekin barae naam maslehatan khlte nahi, aur esi baat kam hi batate hain, jis se tarikh ka record durust ho sake",Positive,44,39,9,4.113636363636363,224
1508,"aur to aur wo apne sath hone wali ziyadatiyon par bhi dil ke phaphole phorte nahi, aur kisi kirdar ka naam bata den ye to namumkinat mein se hai",Positive,29,26,11,4.0,144
1509,pakistan team mein hone wali baghawaton ka zikar karen to baat gol kar jayen ge,Positive,15,15,3,4.333333333333333,79
1510,manager ke tor par nakhushgawar waqeyat ke bare mein daryaft karen to bhi tal jate hain,Positive,16,15,4,4.5,87
1511,is sort e haal mein intikhab alam imran khan ke sath khare rahe,Positive,13,13,1,3.923076923076923,63
1512,intikhab alam pakistan ki one day team ke phele captain hain,Positive,11,11,2,4.545454545454546,60
1513,un ki zer e qayadat 1974 mein england ke khilaf do one day pakistan ne khele aur kamyabi hasil ki,Positive,20,19,4,3.9,97
1514,pakistan ne sire se practices match khela to unhon ne county team ki taraf se 95 runs bana dale,Positive,19,17,6,4.052631578947368,95
1515,is moqe par wahan mojud tamashaiyon ne team se un ke ikhraj par ahtejaj bhi kiya,Positive,16,15,6,4.0625,80
1516,"hanif muhammad ke benul aqwami cricket se alag hone se mutaliq pocha to wo bole “hanif muhammad kamal ke batsman the, un ke ghuthne mein problem thi, team mein bhi ahsas yehi tha kea b unhen retire ho jana chaheye",Positive,40,35,9,4.35,213
1517,main nahi samajhta ke kardar ne un ki retirement ke silsile mein koi zabardasti ki,Positive,15,13,5,4.533333333333333,82
1518,"pakistan cricket par hal hi mein shaya hone wali peter o’brian ki lajawab kitab “wonder tiger a history of cricket in pakistan” mein sadiq muhammad ka bayan naqal howa hai, jis ke mutabiq west indies ke khilaf aik match mein captain intikhab alam ne unhen ghair zarori tor par short leg par khara kiya aur phir full tos phenk di jis par batsman ne zordar hit lagai aur wo shaded zakhmi ho kar hospital pohach gaye aur marte mate bache",Positive,80,69,15,4.4375,434
1519,idhar cricket ke leye ghar ke indar aur barah mawafiq mohol mayasar aaya,Positive,13,12,1,4.615384615384615,72
1520,bare bhai aftab alam bare umdah cricketer the,Positive,8,7,0,4.75,45
1521,intikhab alam bare bhai ko khud se ziyadah basalahiyat qarar dete hain,Positive,12,12,3,4.916666666666667,70
1522,"intikhab alam jin ka dihan medium peser banne ki taraf tha, unhen bhai ne aik din kaha ke tum leg spin bowling par tawajah do, is fan mein s waqat koi taq nahi, ye baat intikhab alam ke dil mein ghar kar gai aur unhon ne khud ko leg spin bowling ke waste waqf kar diya",Positive,56,46,12,3.8035714285714284,268
1523,ghar ke peche turf wicket bana rakhi thi jahan tenon bhai khub cricket khelte the,Positive,15,15,1,4.466666666666667,81
1524,church mission school mein un ki salahiyaton ko aur jila mili jahan kheel ka bara medan tha,Positive,17,17,5,4.411764705882353,91
1525,robi shield inter school tournament mein bare kante ke muqable hote,Positive,11,11,0,5.181818181818182,67
1526,net mein jab unhon ne pakistani team ko bowlimg karai to kardar mutasir howe,Positive,14,14,3,4.5,76
1527,1959 mein pakistan eaglets ka hissa ban kar jo karkardagi dekhai is se pheli bar laga ke wo pakistani team ka hissa ban sakte hain,Positive,25,22,8,4.24,130
1528,"1959 mein richie beno ki qayadat ki australian team pakistan aai, president eleven ki taraf se khelte howe 8 khilari out kiye to us waqat ki karkardagi ki bunyad par karachi mein hone wale terse test mein quomi team mein shamil kar liya gaya",Positive,44,36,11,4.5,241
1529,phela ball kahen short na par jaye is leye ye amoman phela ball tez karte,Positive,15,13,3,3.933333333333333,73
1530,"captain ke kehne par leg break karai jo par ka kafi tez nikli, batsman colin mc donald cut marne ki koshish mein bowled ho gaya",Positive,25,24,8,4.12,127
1531,"intikhab alam ke baqol ye sab allah ki beharbani thi, mujhe samajh nahi aya ke ye kiya ho gaya",Positive,19,17,3,4.0,94
1532,stadium tamashaiyon ki taliyon se gonj utha,Positive,7,7,2,5.285714285714286,43
1533,runs banne lage,Positive,3,3,0,4.333333333333333,15
1534,logon ka khayal tha ke hum innings ki shikast se do char hon ge lekin mere aur asif iqbal ke darmiyan nawen (9th) wicket ki sharakat mein 190 runs ka almi record abn gaya,Positive,34,31,9,4.029411764705882,170
1535,1973 mein hyderabad mein new zealand ke khilaf 138 runs aur 7 wicketen lena bhi intikhab alam ko nahi bhulta,Positive,20,19,3,4.45,108
1536,pakistan ki team ki coaching to wo saal hasaal karte rahe lekin 2 seasons mein intikhab alam ne bharati punjab team ki coaching ki,Positive,24,19,7,4.458333333333333,130
1537,1971 mein mashriqi pakistan mein bhuran ke dinon mein pakistani team udhar phans gai to ese mein intikhab alam ne bhag dor kar ke team ki bahifazat maghribi pakistan wapsi ko mumkin banaya,Positive,33,27,6,4.7272727272727275,188
1538,kehte hain ke wo hindustan se pakistan aane wali akhri musafir train ke bhi musafir the aur mashriqi pakistan se maghribi pakistan aane wali akhri flight mein bhi sawar the,Positive,30,20,7,4.766666666666667,172
